,0
0,862.7433333650224
1,2528.342713233568
2,2375.9806515051005
3,812.3028567490378
4,5808.22198131329
5,708.3919408093025
6,12367.47592429022
7,2967.004720936772
8,14914.393363096366
9,1911.8619983655321
10,5375.620409651112
11,812.8136626321975
12,6588.416857487689
13,1786.1401609957134
14,531.9490353074548
15,1786.2301418129318
16,1089.8549260361574
17,4292.0329441813155
18,8769.737301167934
19,1895.1701799471566
20,550.2398523705242
21,691.530238913927
22,8328.736511822095
23,5809.235247559276
24,3759.8610961796144
25,621.2736534793085
26,2032.6285843219102
27,2864.295858673643
28,2446.8929963482024
29,485.6114850484196
30,1402.6935038012598
31,756.8509743086784
32,7273.764312308016
33,1012.5398436615947
34,306.44797004867996
35,1551.8163058473624
36,3514.9794533300205
37,7319.396821053054
38,13130.8012525422
39,5905.8580751311
40,638.8550406092327
41,943.8461872667726
42,1840.3728955680776
43,1782.805297022714
44,889.6535912855243
45,4424.550404175554
46,2382.193693130036
47,14326.977366215986
48,5376.716229537568
49,707.4178366675719
50,1776.1757156157064
51,5044.773289016002
52,3705.0227186198963
53,4252.6485946933335
54,4258.369064226075
55,1387.3567005834389
56,1282.9190760634765
57,2724.9745166162597
58,13615.832832155043
59,736.6637884497927
60,4528.566207428783
61,420.40398825287366
62,4635.158775025592
63,2096.79413385524
64,1489.1787985948163
65,594.2611358457248
66,7522.115328825448
67,8799.231976470568
68,12124.680044425608
69,5003.863340671554
70,3924.326586418022
71,5225.354920739333
72,1543.6559263665395
73,635.5754578330839
74,4162.733974241145
75,1398.8462793421863
76,5077.634166512291
77,978.0283935802368
78,1984.1739420952865
79,1745.5144555095594
80,391.6686129488171
81,6544.492641524353
82,1832.1457791613166
83,3817.7915779311966
84,3934.330822862341
85,4942.2969036827935
86,695.8718912924624
87,954.1157775378119
88,3640.016443722481
89,5657.4839724209
90,421.37547563057433
91,5537.948065946813
92,1613.9378829156535
93,6402.42728473465
94,3441.19394602831
95,1799.1472226804372
96,674.0170083349026
97,4935.723579047879
98,4643.115062613025
99,701.5672909351715
100,855.2164616173736
101,1240.878042138273
102,910.6221737412384
103,888.3328783605848
104,13701.604684028598
105,890.986089352758
106,11467.892064920316
107,6261.803448068096
108,3844.710452688091
109,1715.158241294028
110,1041.3676833306954
111,2230.8491599389104
112,1120.7044977751898
113,6823.130307067829
114,8854.952593191898
115,3043.2755616160675
116,13920.073564014485
117,4238.017043802926
118,923.8844995649274
119,1007.8564206856017
120,2260.091243201695
121,679.1820431183282
122,4516.886230439682
123,717.1410733932739
124,10165.302351832244
125,712.9688369825476
126,1841.900034219415
127,1000.6219989746414
128,7831.224460301339
129,17839.39274780052
130,1369.7595576179474
